,chars,words,commas,apostrophes,punctuations,avg_word_length,POS,POS/total_words,prompt_words,prompt_words/total_words,synonym_words,synonym_words/total_words,unstemmed,stemmed,score
0,757.0,158.0,16.0,4.0,8.0,4.791139240506329,155.97435897435898,0.9871794871794872,114.0,0.7215189873417721,49.0,0.310126582278481,203,202,2
1,928.0,186.0,9.0,5.0,7.0,4.989247311827957,184.65217391304347,0.9927536231884058,121.0,0.6505376344086021,51.0,0.27419354838709675,254,251,2
2,648.0,123.0,3.0,7.0,6.0,5.2682926829268295,121.64462809917356,0.9889807162534435,102.0,0.8292682926829268,52.0,0.42276422764227645,171,170,3
3,405.0,80.0,0.0,6.0,3.0,5.0625,79.65811965811966,0.9957264957264957,51.0,0.6375,22.0,0.275,95,93,1
4,701.0,141.0,4.0,4.0,8.0,4.971631205673759,140.66187050359713,0.9976019184652278,114.0,0.8085106382978723,42.0,0.2978723404255319,174,173,3
5,827.0,161.0,2.0,4.0,6.0,5.136645962732919,160.66247379454927,0.9979035639412999,104.0,0.6459627329192547,59.0,0.36645962732919257,228,228,3
6,1028.0,201.0,8.0,11.0,11.0,5.114427860696518,199.98994974874373,0.9949748743718594,143.0,0.7114427860696517,73.0,0.36318407960199006,241,238,3
7,1258.0,238.0,9.0,6.0,13.0,5.285714285714286,235.31073446327682,0.9887005649717513,196.0,0.8235294117647058,103.0,0.4327731092436975,290,289,4
8,913.0,177.0,6.0,4.0,10.0,5.15819209039548,175.98857142857142,0.9942857142857142,139.0,0.7853107344632768,61.0,0.3446327683615819,217,212,3
9,786.0,161.0,3.0,5.0,10.0,4.881987577639752,159.31236897274633,0.9895178197064989,125.0,0.7763975155279503,63.0,0.391304347826087,217,216,3
10,178.0,42.0,1.0,2.0,1.0,4.238095238095238,41.0,0.9761904761904762,26.0,0.6190476190476191,16.0,0.38095238095238093,54,55,1
11,1082.0,218.0,5.0,3.0,11.0,4.963302752293578,215.30864197530866,0.9876543209876544,140.0,0.6422018348623854,78.0,0.3577981651376147,262,258,1
12,420.0,88.0,2.0,3.0,4.0,4.7727272727272725,87.31782945736434,0.9922480620155039,65.0,0.7386363636363636,32.0,0.36363636363636365,123,125,1
13,483.0,103.0,2.0,3.0,5.0,4.689320388349515,101.64026402640263,0.9867986798679867,72.0,0.6990291262135923,48.0,0.46601941747572817,133,130,1
14,584.0,117.0,5.0,2.0,7.0,4.9914529914529915,115.6608187134503,0.9885540060978658,76.0,0.6495726495726496,40.0,0.3418803418803419,140,139,2
15,752.0,153.0,2.0,5.0,3.0,4.915032679738562,151.3112582781457,0.988962472406181,95.0,0.6209150326797386,54.0,0.35294117647058826,223,222,2
16,919.0,187.0,8.0,8.0,16.0,4.9144385026737964,184.64144144144146,0.9873873873873875,148.0,0.7914438502673797,64.0,0.3422459893048128,220,219,4
17,883.0,175.0,9.0,4.0,6.0,5.045714285714285,174.66281310211946,0.9980732177263969,146.0,0.8342857142857143,79.0,0.4514285714285714,221,216,3
18,736.0,148.0,4.0,5.0,10.0,4.972972972972973,146.64840182648402,0.9908675799086758,91.0,0.6148648648648649,47.0,0.31756756756756754,197,191,2
19,629.0,124.0,3.0,2.0,5.0,5.07258064516129,123.0,0.9919354838709677,91.0,0.7338709677419355,49.0,0.3951612903225806,168,168,2
20,1066.0,213.0,15.0,5.0,9.0,5.004694835680751,210.98104265402844,0.990521327014218,170.0,0.7981220657276995,88.0,0.4131455399061033,268,265,4
21,964.0,199.0,10.0,3.0,8.0,4.844221105527638,198.326565143824,0.9966159052453468,133.0,0.6683417085427136,64.0,0.32160804020100503,260,261,2
22,730.0,146.0,5.0,5.0,7.0,5.0,144.98611111111111,0.9930555555555556,115.0,0.7876712328767124,56.0,0.3835616438356164,166,167,2
23,1121.0,224.0,16.0,7.0,13.0,5.004464285714286,221.981981981982,0.990990990990991,179.0,0.7991071428571429,82.0,0.36607142857142855,256,255,4
24,583.0,122.0,7.0,3.0,6.0,4.778688524590164,121.6611111111111,0.9972222222222221,97.0,0.7950819672131147,46.0,0.3770491803278688,161,165,2
25,690.0,135.0,1.0,6.0,8.0,5.111111111111111,134.66165413533835,0.9974937343358397,103.0,0.762962962962963,57.0,0.4222222222222222,186,186,2
26,508.0,94.0,2.0,2.0,5.0,5.404255319148936,90.29629629629629,0.9605988967691095,62.0,0.6595744680851063,35.0,0.3723404255319149,129,129,2
27,275.0,57.0,0.0,4.0,4.0,4.824561403508772,56.65454545454545,0.9939393939393938,39.0,0.6842105263157895,17.0,0.2982456140350877,80,81,1
28,849.0,166.0,7.0,3.0,7.0,5.114457831325301,164.65040650406505,0.9918699186991871,108.0,0.6506024096385542,62.0,0.37349397590361444,220,219,3
29,934.0,177.0,6.0,4.0,7.0,5.27683615819209,176.66285714285715,0.9980952380952381,138.0,0.7796610169491526,85.0,0.480225988700565,234,229,4
30,1343.0,257.0,7.0,7.0,15.0,5.22568093385214,254.98431372549018,0.992156862745098,191.0,0.7431906614785992,80.0,0.311284046692607,274,273,4
31,522.0,104.0,1.0,4.0,9.0,5.019230769230769,102.64052287581698,0.9869281045751633,73.0,0.7019230769230769,47.0,0.4519230769230769,143,144,3
32,623.0,127.0,1.0,2.0,6.0,4.905511811023622,124.64516129032258,0.9814579629159258,71.0,0.5590551181102362,36.0,0.28346456692913385,167,163,2
33,808.0,160.0,5.0,6.0,8.0,5.05,157.97468354430382,0.9873417721518989,124.0,0.775,67.0,0.41875,217,218,3
34,791.0,164.0,2.0,4.0,13.0,4.823170731707317,159.9506172839506,0.9753086419753085,114.0,0.6951219512195121,68.0,0.4146341463414634,217,219,3
35,574.0,111.0,2.0,4.0,6.0,5.171171171171171,108.28440366972477,0.9755351681957186,75.0,0.6756756756756757,33.0,0.2972972972972973,158,159,3
36,757.0,158.0,4.0,5.0,8.0,4.791139240506329,155.63675213675214,0.985042735042735,106.0,0.6708860759493671,58.0,0.3670886075949367,197,195,3
37,687.0,139.0,10.0,3.0,6.0,4.942446043165468,138.323600973236,0.9951338199513382,100.0,0.7194244604316546,49.0,0.35251798561151076,172,174,2
38,858.0,167.0,9.0,4.0,11.0,5.137724550898204,164.97575757575757,0.9878787878787878,129.0,0.7724550898203593,56.0,0.33532934131736525,222,221,3
39,1576.0,299.0,16.0,6.0,28.0,5.270903010033445,295.30864197530866,0.9876543209876544,228.0,0.7625418060200669,84.0,0.2809364548494983,327,318,4
40,528.0,107.0,6.0,3.0,4.0,4.934579439252336,106.32063492063492,0.9936507936507936,75.0,0.7009345794392523,38.0,0.35514018691588783,155,156,2
41,591.0,112.0,3.0,2.0,6.0,5.276785714285714,110.66055045871559,0.9880406290956749,74.0,0.6607142857142857,35.0,0.3125,160,159,3
42,639.0,133.0,8.0,3.0,7.0,4.804511278195489,132.6615776081425,0.9974554707379135,96.0,0.7218045112781954,44.0,0.3308270676691729,145,145,3
43,511.0,105.0,1.0,4.0,5.0,4.866666666666666,102.64052287581698,0.9775287892934951,72.0,0.6857142857142857,26.0,0.24761904761904763,140,138,2
44,254.0,56.0,0.0,2.0,3.0,4.535714285714286,55.0,0.9821428571428571,42.0,0.75,23.0,0.4107142857142857,74,73,1
45,811.0,158.0,4.0,4.0,4.0,5.132911392405063,157.32478632478634,0.9957264957264959,119.0,0.7531645569620253,77.0,0.4873417721518987,212,207,3
