chars,words,commas,apostrophes,punctuations,avg_word_length,POS,POS/total_words,prompt_words,prompt_words/total_words,synonym_words,synonym_words/total_words,unstemmed,stemmed,score
2639.0,525.0,15.0,13.0,21.0,5.026666666666666,524.3307839388145,0.9987253027405991,227.0,0.43238095238095237,112.0,0.21333333333333335,584,560,4
841.0,180.0,5.0,2.0,3.0,4.6722222222222225,178.6629001883239,0.9925716677129106,83.0,0.46111111111111114,66.0,0.36666666666666664,210,211,1
1181.0,259.0,12.0,15.0,14.0,4.55984555984556,257.32036316472113,0.9935149156939039,148.0,0.5714285714285714,81.0,0.3127413127413127,291,287,2
2705.0,525.0,22.0,6.0,31.0,5.152380952380953,521.6539196940727,0.9936265137029956,245.0,0.4666666666666667,131.0,0.24952380952380954,547,530,4
2394.0,499.0,25.0,15.0,34.0,4.797595190380761,484.2980312287848,0.9705371367310317,218.0,0.43687374749499,117.0,0.23446893787575152,591,562,4
1769.0,372.0,17.0,8.0,24.0,4.755376344086022,368.98915989159894,0.9919063437946208,168.0,0.45161290322580644,94.0,0.25268817204301075,417,406,4
3054.0,586.0,32.0,6.0,24.0,5.21160409556314,582.9897260273973,0.9948630136986302,257.0,0.43856655290102387,134.0,0.22866894197952217,680,659,5
4069.0,856.0,21.0,17.0,35.0,4.753504672897196,850.3223915592029,0.9933672798588818,420.0,0.49065420560747663,258.0,0.3014018691588785,750,750,2
1944.0,372.0,20.0,4.0,18.0,5.225806451612903,370.65945945945947,0.9963963963963964,197.0,0.5295698924731183,109.0,0.29301075268817206,422,413,4
2081.0,435.0,21.0,11.0,23.0,4.783908045977012,430.98611111111114,0.9907726692209452,202.0,0.46436781609195404,119.0,0.2735632183908046,492,479,4
1741.0,374.0,13.0,11.0,17.0,4.6550802139037435,372.6594982078853,0.996415770609319,187.0,0.5,108.0,0.2887700534759358,403,394,3
1732.0,354.0,14.0,7.0,18.0,4.892655367231638,352.3238636363636,0.9952651515151515,176.0,0.4971751412429379,102.0,0.288135593220339,430,411,3
2709.0,534.0,14.0,7.0,28.0,5.073033707865169,532.327067669173,0.9968671679197996,222.0,0.4157303370786517,118.0,0.2209737827715356,633,619,5
1737.0,367.0,13.0,7.0,12.0,4.732970027247957,362.6648199445983,0.988187520285009,154.0,0.4196185286103542,95.0,0.25885558583106266,451,441,3
570.0,110.0,5.0,6.0,4.0,5.181818181818182,108.66043613707166,0.9878221467006514,64.0,0.5818181818181818,36.0,0.32727272727272727,132,127,3
1959.0,394.0,13.0,2.0,20.0,4.972081218274112,386.65975820379964,0.9813699446796945,178.0,0.4517766497461929,109.0,0.2766497461928934,506,490,3
3471.0,720.0,12.0,14.0,39.0,4.820833333333334,711.6462110646211,0.9883975153675293,331.0,0.4597222222222222,209.0,0.2902777777777778,656,626,4
1888.0,375.0,28.0,6.0,12.0,5.034666666666666,372.9892761394102,0.9946380697050939,206.0,0.5493333333333333,92.0,0.24533333333333332,378,362,3
901.0,181.0,21.0,7.0,5.0,4.9779005524861875,180.66294227188084,0.9981378026070764,83.0,0.4585635359116022,55.0,0.30386740331491713,193,191,1
1796.0,379.0,14.0,11.0,21.0,4.738786279683377,378.66489832007073,0.9991158267020336,183.0,0.48284960422163586,97.0,0.2559366754617414,384,375,3
1550.0,350.0,6.0,14.0,11.0,4.428571428571429,349.66475095785444,0.9990421455938698,139.0,0.39714285714285713,103.0,0.29428571428571426,380,373,3
1521.0,321.0,5.0,8.0,18.0,4.738317757009346,312.96214511041006,0.9749599536149847,170.0,0.5295950155763239,85.0,0.26479750778816197,330,319,3
1109.0,231.0,13.0,11.0,9.0,4.800865800865801,228.6549707602339,0.9898483582694109,101.0,0.43722943722943725,48.0,0.2077922077922078,289,284,3
2702.0,561.0,17.0,9.0,22.0,4.816399286987522,555.9892280071813,0.9910681426152964,308.0,0.5490196078431373,179.0,0.31907308377896615,569,540,4
2759.0,570.0,34.0,14.0,23.0,4.840350877192982,567.3274544385656,0.9953113235764309,276.0,0.4842105263157895,152.0,0.26666666666666666,612,583,3
2219.0,425.0,11.0,3.0,17.0,5.221176470588235,421.9858156028369,0.9929078014184398,186.0,0.4376470588235294,98.0,0.23058823529411765,549,538,4
1160.0,216.0,1.0,4.0,10.0,5.37037037037037,211.99052132701422,0.981437598736177,77.0,0.35648148148148145,46.0,0.21296296296296297,298,291,4
467.0,92.0,0.0,4.0,5.0,5.076086956521739,91.65925925925926,0.9962962962962962,51.0,0.5543478260869565,27.0,0.29347826086956524,134,134,2
1535.0,314.0,11.0,8.0,15.0,4.888535031847134,312.3226495726496,0.9946581196581197,138.0,0.4394904458598726,81.0,0.25796178343949044,392,384,3
1565.0,323.0,8.0,10.0,20.0,4.845201238390093,320.3229166666667,0.9917118163054696,167.0,0.5170278637770898,90.0,0.2786377708978328,371,364,3
2234.0,489.0,22.0,3.0,38.0,4.568507157464213,485.3182751540041,0.9924709103353867,235.0,0.48057259713701433,128.0,0.261758691206544,521,510,4
2110.0,388.0,19.0,6.0,16.0,5.438144329896907,386.99481865284974,0.9974093264248705,184.0,0.4742268041237113,105.0,0.2706185567010309,397,383,3
964.0,195.0,10.0,6.0,7.0,4.943589743589744,193.3160621761658,0.9913644214162348,87.0,0.4461538461538462,44.0,0.22564102564102564,238,235,3
2111.0,459.0,18.0,18.0,23.0,4.599128540305011,452.647619047619,0.9861603900819587,200.0,0.4357298474945534,113.0,0.24618736383442266,519,509,4
1592.0,336.0,12.0,4.0,21.0,4.738095238095238,328.6464646464646,0.978114478114478,180.0,0.5357142857142857,101.0,0.3005952380952381,349,330,3
2467.0,483.0,14.0,8.0,27.0,5.107660455486543,479.3180873180873,0.9923769923769923,225.0,0.4658385093167702,134.0,0.2774327122153209,547,533,4
2049.0,419.0,20.0,4.0,20.0,4.890214797136038,414.64588329336533,0.9896083133493206,203.0,0.48448687350835323,98.0,0.23389021479713604,461,448,4
2128.0,406.0,8.0,2.0,22.0,5.241379310344827,400.64516129032256,0.9868107420943906,190.0,0.46798029556650245,108.0,0.2660098522167488,495,486,3
1762.0,347.0,14.0,2.0,17.0,5.077809798270893,341.6530214424951,0.9845908398919168,198.0,0.5706051873198847,93.0,0.2680115273775216,394,383,3
2549.0,493.0,26.0,9.0,22.0,5.170385395537525,490.6571622539036,0.9952477936184657,236.0,0.4787018255578093,100.0,0.2028397565922921,589,573,4
2486.0,511.0,14.0,21.0,21.0,4.864970645792564,501.31875414181576,0.9810543133890719,250.0,0.4892367906066536,130.0,0.25440313111545987,535,498,3
1828.0,339.0,11.0,4.0,20.0,5.392330383480826,337.65875370919883,0.9960435212660732,177.0,0.5221238938053098,74.0,0.2182890855457227,356,343,4
3951.0,813.0,10.0,24.0,46.0,4.8597785977859775,805.3217821782179,0.9905556976361843,324.0,0.3985239852398524,185.0,0.22755227552275523,750,750,4
2769.0,581.0,20.0,7.0,31.0,4.76592082616179,572.9826388888889,0.9862007554025627,276.0,0.4750430292598967,146.0,0.2512908777969019,633,589,4
1835.0,373.0,16.0,11.0,23.0,4.919571045576408,371.99460916442047,0.9973045822102425,171.0,0.4584450402144772,90.0,0.24128686327077747,454,440,4
1493.0,320.0,16.0,15.0,15.0,4.665625,319.3291404612159,0.9979035639412996,160.0,0.5,74.0,0.23125,361,354,4
3659.0,731.0,19.0,12.0,30.0,5.00547195622435,725.3232462173315,0.9922342629512059,294.0,0.4021887824897401,177.0,0.2421340629274966,750,750,4
1678.0,324.0,14.0,5.0,12.0,5.179012345679013,323.32919254658384,0.9979296066252588,173.0,0.5339506172839507,77.0,0.23765432098765432,423,406,3
2042.0,440.0,23.0,20.0,25.0,4.640909090909091,437.32115677321156,0.9939117199391172,211.0,0.47954545454545455,104.0,0.23636363636363636,505,487,4
1905.0,375.0,15.0,3.0,18.0,5.08,373.9946380697051,0.9973190348525469,186.0,0.496,113.0,0.30133333333333334,437,423,3
2958.0,575.0,31.0,8.0,29.0,5.144347826086957,571.9895287958116,0.9947643979057592,252.0,0.43826086956521737,138.0,0.24,653,632,5
1397.0,310.0,0.0,2.0,18.0,4.506451612903226,301.65121412803535,0.9730684326710818,120.0,0.3870967741935484,88.0,0.2838709677419355,378,365,3
2115.0,432.0,19.0,5.0,24.0,4.895833333333333,426.65573770491807,0.9876290224650881,195.0,0.4513888888888889,110.0,0.25462962962962965,494,491,4
1365.0,260.0,10.0,2.0,12.0,5.25,254.98431372549018,0.980708898944193,111.0,0.4269230769230769,57.0,0.21923076923076923,299,290,3
2729.0,524.0,21.0,4.0,20.0,5.208015267175573,519.9884836852207,0.99234443451378,250.0,0.4770992366412214,143.0,0.2729007633587786,527,504,4
3271.0,691.0,16.0,7.0,48.0,4.733719247467438,688.659893565554,0.9966134494436382,345.0,0.4992764109985528,194.0,0.28075253256150506,716,690,4
4256.0,821.0,39.0,9.0,33.0,5.183922046285018,816.9926650366748,0.9951189586317598,408.0,0.49695493300852617,185.0,0.22533495736906212,750,750,4
757.0,154.0,3.0,2.0,7.0,4.915584415584416,147.98639455782313,0.9609506140118386,72.0,0.4675324675324675,48.0,0.3116883116883117,213,208,2
1483.0,297.0,10.0,4.0,16.0,4.993265993265993,291.32187857961054,0.9808817460592948,121.0,0.4074074074074074,81.0,0.2727272727272727,388,373,3
2625.0,511.0,9.0,4.0,30.0,5.136986301369863,506.3149967256058,0.9908316961362149,223.0,0.436399217221135,128.0,0.25048923679060664,627,618,4
477.0,99.0,1.0,2.0,4.0,4.818181818181818,97.31944444444444,0.9830246913580247,61.0,0.6161616161616161,40.0,0.40404040404040403,126,125,2
1279.0,247.0,2.0,2.0,7.0,5.178137651821863,240.98340248962657,0.9756413056260185,100.0,0.4048582995951417,58.0,0.23481781376518218,321,306,3
2209.0,468.0,30.0,22.0,16.0,4.72008547008547,462.6522988505747,0.9885732881422536,199.0,0.4252136752136752,129.0,0.27564102564102566,543,525,3
3044.0,596.0,11.0,6.0,42.0,5.10738255033557,589.3142214727375,0.9887822507931837,248.0,0.4161073825503356,131.0,0.2197986577181208,708,676,4
1637.0,340.0,7.0,12.0,20.0,4.814705882352941,338.32347140039445,0.995069033530572,161.0,0.47352941176470587,92.0,0.27058823529411763,393,382,4
1575.0,339.0,18.0,22.0,24.0,4.646017699115045,336.32935323383083,0.9921219859405039,138.0,0.40707964601769914,69.0,0.20353982300884957,408,408,3
1322.0,276.0,6.0,7.0,14.0,4.7898550724637685,273.3211233211233,0.9902939250765337,174.0,0.6304347826086957,91.0,0.32971014492753625,347,332,3
1965.0,422.0,23.0,9.0,32.0,4.656398104265403,418.65552903739064,0.9920747133587455,205.0,0.48578199052132703,100.0,0.23696682464454977,477,464,4
1306.0,265.0,16.0,4.0,12.0,4.928301886792453,263.65652724968317,0.9949302915082383,162.0,0.6113207547169811,81.0,0.30566037735849055,306,297,3
1687.0,318.0,7.0,7.0,14.0,5.30503144654088,316.3227848101266,0.9947257383966246,119.0,0.3742138364779874,68.0,0.2138364779874214,414,410,3
2703.0,585.0,15.0,3.0,37.0,4.62051282051282,581.3207547169811,0.9937106918238994,211.0,0.3606837606837607,117.0,0.2,687,665,3
1767.0,341.0,10.0,5.0,18.0,5.181818181818182,337.64700098328416,0.9901671583087512,204.0,0.5982404692082112,101.0,0.2961876832844575,352,339,4
1751.0,372.0,10.0,4.0,27.0,4.706989247311828,361.3186003683241,0.9712865601299034,207.0,0.5564516129032258,112.0,0.3010752688172043,378,364,2
2438.0,465.0,18.0,5.0,24.0,5.243010752688172,463.66090712742977,0.9971202303815694,219.0,0.47096774193548385,129.0,0.27741935483870966,561,549,4
2087.0,435.0,18.0,3.0,20.0,4.797701149425287,432.65588914549653,0.9946112394149346,183.0,0.4206896551724138,106.0,0.24367816091954023,512,508,4
1955.0,417.0,19.0,12.0,19.0,4.6882494004796165,413.98554216867467,0.9927710843373493,178.0,0.42685851318944845,122.0,0.29256594724220625,432,425,3
2457.0,500.0,25.0,28.0,24.0,4.914,498.32663989290495,0.9966532797858099,231.0,0.462,114.0,0.228,494,478,3
1652.0,340.0,5.0,7.0,15.0,4.858823529411764,333.65269461077844,0.9813314547375837,154.0,0.45294117647058824,89.0,0.26176470588235295,421,412,3
1887.0,358.0,19.0,4.0,15.0,5.270949720670391,354.98314606741576,0.9915730337078652,162.0,0.45251396648044695,96.0,0.2681564245810056,446,436,3
650.0,133.0,3.0,5.0,7.0,4.887218045112782,131.98473282442748,0.9923664122137404,59.0,0.44360902255639095,34.0,0.2556390977443609,173,173,3
2080.0,414.0,14.0,8.0,23.0,5.024154589371981,410.9854368932039,0.9927184466019418,193.0,0.46618357487922707,113.0,0.27294685990338163,478,465,3
1924.0,387.0,12.0,4.0,18.0,4.971576227390181,384.32465277777777,0.9930869580821131,182.0,0.4702842377260982,99.0,0.2558139534883721,451,430,3
2084.0,405.0,1.0,16.0,19.0,5.145679012345679,396.9651741293532,0.9801609237761808,186.0,0.45925925925925926,94.0,0.23209876543209876,379,366,4
1818.0,355.0,16.0,16.0,14.0,5.121126760563381,352.9886685552408,0.9943342776203966,179.0,0.504225352112676,101.0,0.28450704225352114,392,379,3
1920.0,363.0,6.0,17.0,21.0,5.289256198347108,359.98337950138506,0.9916897506925209,162.0,0.4462809917355372,92.0,0.2534435261707989,408,395,3
2066.0,395.0,21.0,2.0,14.0,5.230379746835443,392.3248299319728,0.9932274175492981,181.0,0.4582278481012658,103.0,0.2607594936708861,466,451,4
1775.0,382.0,9.0,18.0,15.0,4.646596858638744,378.99470899470896,0.9921327460594476,187.0,0.4895287958115183,116.0,0.3036649214659686,384,366,3
