chars,words,commas,apostrophes,punctuations,avg_word_length,sentences,questions,avg_word_sentence,POS,POS/total_words,prompt_words,prompt_words/total_words,synonym_words,synonym_words/total_words,unstemmed,stemmed,score
492.0,97.0,1.0,2.0,0.0,5.072164948453608,11.0,0.0,8.818181818181818,94.0,0.9690721649484536,24.0,0.24742268041237114,19.0,0.1958762886597938,127,127,15
463.0,102.0,2.0,2.0,0.0,4.53921568627451,3.0,0.0,34.0,100.0,0.9803921568627451,27.0,0.2647058823529412,24.0,0.23529411764705882,134,132,13
759.0,163.0,0.0,2.0,2.0,4.656441717791411,3.0,0.0,54.333333333333336,158.6624203821656,0.9733890820991755,36.0,0.22085889570552147,34.0,0.2085889570552147,219,214,15
1156.0,261.0,23.0,2.0,1.0,4.42911877394636,15.0,0.0,17.4,256.32810457516337,0.9821000175293616,74.0,0.2835249042145594,34.0,0.13026819923371646,310,307,17
830.0,177.0,9.0,2.0,0.0,4.6892655367231635,12.0,0.0,14.75,173.0,0.9774011299435028,58.0,0.327683615819209,26.0,0.14689265536723164,180,179,13
1871.0,396.0,12.0,2.0,0.0,4.724747474747475,34.0,2.0,11.647058823529411,388.6546700942588,0.9814511871067141,101.0,0.255050505050505,51.0,0.12878787878787878,442,434,23
820.0,184.0,0.0,2.0,0.0,4.456521739130435,11.0,0.0,16.727272727272727,180.65185185185183,0.9818035426731078,40.0,0.21739130434782608,32.0,0.17391304347826086,222,220,16
666.0,140.0,1.0,2.0,0.0,4.757142857142857,7.0,0.0,20.0,136.0,0.9714285714285714,31.0,0.22142857142857142,18.0,0.12857142857142856,183,181,18
1740.0,375.0,1.0,2.0,1.0,4.64,22.0,0.0,17.045454545454547,365.324200913242,0.9741978691019787,98.0,0.2613333333333333,112.0,0.2986666666666667,380,360,12
443.0,101.0,2.0,2.0,1.0,4.3861386138613865,8.0,0.0,12.625,99.65986394557824,0.986731326193844,30.0,0.297029702970297,37.0,0.36633663366336633,121,119,10
832.0,192.0,0.0,2.0,1.0,4.333333333333333,8.0,1.0,24.0,186.66306306306308,0.9722034534534535,46.0,0.23958333333333334,27.0,0.140625,224,220,16
607.0,134.0,5.0,2.0,0.0,4.529850746268656,9.0,0.0,14.88888888888889,131.3230769230769,0.9800229621125143,37.0,0.27611940298507465,29.0,0.21641791044776118,179,179,19
911.0,208.0,3.0,2.0,0.0,4.3798076923076925,11.0,0.0,18.90909090909091,200.65333333333334,0.9646794871794871,64.0,0.3076923076923077,31.0,0.14903846153846154,259,249,17
790.0,179.0,1.0,2.0,0.0,4.41340782122905,10.0,0.0,17.9,175.98857142857142,0.9831763766959297,57.0,0.31843575418994413,21.0,0.11731843575418995,227,226,14
837.0,180.0,7.0,2.0,0.0,4.65,4.0,0.0,45.0,176.66285714285715,0.9814603174603175,46.0,0.25555555555555554,32.0,0.17777777777777778,240,231,12
823.0,193.0,3.0,2.0,0.0,4.2642487046632125,14.0,3.0,13.785714285714286,186.31541218637992,0.9653648299812431,62.0,0.32124352331606215,39.0,0.20207253886010362,223,219,16
1154.0,250.0,3.0,2.0,0.0,4.616,16.0,2.0,15.625,246.6558265582656,0.9866233062330624,76.0,0.304,41.0,0.164,313,309,17
513.0,101.0,0.0,2.0,1.0,5.079207920792079,6.0,0.0,16.833333333333332,98.9795918367347,0.9799959587795515,29.0,0.2871287128712871,13.0,0.12871287128712872,145,146,16
882.0,199.0,3.0,2.0,0.0,4.432160804020101,11.0,0.0,18.09090909090909,195.98974358974357,0.9848730833655456,34.0,0.1708542713567839,26.0,0.1306532663316583,252,249,21
665.0,155.0,2.0,2.0,0.0,4.290322580645161,12.0,0.0,12.916666666666666,153.66228070175438,0.9913695529145444,50.0,0.3225806451612903,20.0,0.12903225806451613,177,174,14
