chars,words,commas,apostrophes,punctuations,avg_word_length,sentences,questions,avg_word_sentence,POS,POS/total_words,prompt_words,prompt_words/total_words,synonym_words,synonym_words/total_words,unstemmed,stemmed,score
709.0,135.0,4.0,3.0,0.0,5.2518518518518515,6.0,0.0,22.5,133.64661654135338,0.9899749373433584,108.0,0.8,63.0,0.4666666666666667,203,201,2
1073.0,201.0,10.0,2.0,0.0,5.338308457711443,9.0,0.0,22.333333333333332,197.64309764309763,0.983298993249242,161.0,0.8009950248756219,79.0,0.39303482587064675,274,266,3
958.0,182.0,3.0,5.0,0.0,5.263736263736264,8.0,0.0,22.75,180.65185185185183,0.9925925925925925,161.0,0.8846153846153846,96.0,0.5274725274725275,242,237,4
1097.0,211.0,5.0,5.0,0.0,5.199052132701421,12.0,0.0,17.583333333333332,209.65390749601278,0.9936204146730463,167.0,0.7914691943127962,98.0,0.46445497630331756,267,269,1
947.0,176.0,2.0,4.0,0.0,5.380681818181818,10.0,0.0,17.6,173.30268199233717,0.9846743295019157,152.0,0.8636363636363636,94.0,0.5340909090909091,221,216,3
1063.0,191.0,6.0,7.0,0.0,5.56544502617801,10.0,0.0,19.1,188.30511463844798,0.9858906525573192,132.0,0.6910994764397905,71.0,0.3717277486910995,249,247,4
876.0,158.0,0.0,3.0,0.0,5.544303797468355,6.0,0.0,26.333333333333332,156.64957264957266,0.9914529914529915,135.0,0.8544303797468354,75.0,0.47468354430379744,216,211,3
817.0,145.0,8.0,5.0,0.0,5.63448275862069,5.0,0.0,29.0,143.31002331002333,0.9883449883449884,114.0,0.7862068965517242,59.0,0.4068965517241379,212,214,3
671.0,124.0,0.0,2.0,0.0,5.411290322580645,9.0,0.0,13.777777777777779,121.30578512396694,0.9782724606771528,98.0,0.7903225806451613,53.0,0.4274193548387097,187,181,3
776.0,149.0,4.0,3.0,1.0,5.208053691275167,11.0,0.0,13.545454545454545,147.6485260770975,0.9909297052154195,113.0,0.7583892617449665,57.0,0.3825503355704698,210,207,3
1413.0,264.0,10.0,5.0,0.0,5.3522727272727275,15.0,0.0,17.6,261.64885496183206,0.9910941475826972,192.0,0.7272727272727273,109.0,0.4128787878787879,347,342,3
1874.0,344.0,12.0,7.0,0.0,5.4476744186046515,18.0,0.0,19.11111111111111,341.98830409356725,0.9941520467836257,289.0,0.8401162790697675,156.0,0.45348837209302323,451,441,4
1229.0,226.0,0.0,6.0,0.0,5.438053097345133,9.0,0.0,25.11111111111111,224.31845238095238,0.9925595238095238,179.0,0.7920353982300885,105.0,0.4646017699115044,303,297,4
1163.0,219.0,6.0,6.0,0.0,5.310502283105023,13.0,0.0,16.846153846153847,216.6451612903226,0.989247311827957,182.0,0.8310502283105022,97.0,0.4429223744292237,276,273,3
769.0,150.0,6.0,3.0,0.0,5.126666666666667,6.0,0.0,25.0,148.98648648648648,0.9932432432432432,135.0,0.9,75.0,0.5,196,196,2
920.0,168.0,5.0,5.0,0.0,5.476190476190476,7.0,0.0,24.0,166.9879518072289,0.9939759036144578,130.0,0.7738095238095238,72.0,0.42857142857142855,222,221,3
812.0,157.0,6.0,3.0,0.0,5.171974522292993,8.0,0.0,19.625,155.98709677419356,0.9935483870967743,120.0,0.7643312101910829,59.0,0.37579617834394907,194,194,1
732.0,138.0,3.0,4.0,0.0,5.304347826086956,7.0,0.0,19.714285714285715,136.64705882352942,0.9901960784313726,109.0,0.7898550724637681,56.0,0.4057971014492754,193,189,3
511.0,96.0,3.0,3.0,0.0,5.322916666666667,3.0,0.0,32.0,95.31914893617021,0.9929078014184397,79.0,0.8229166666666666,44.0,0.4583333333333333,146,147,3
550.0,99.0,1.0,6.0,0.0,5.555555555555555,4.0,0.0,24.75,98.31958762886597,0.9931271477663229,89.0,0.898989898989899,48.0,0.48484848484848486,127,128,2
712.0,130.0,3.0,6.0,0.0,5.476923076923077,9.0,0.0,14.444444444444445,128.64583333333331,0.9895833333333331,105.0,0.8076923076923077,56.0,0.4307692307692308,170,168,3
1418.0,269.0,10.0,9.0,0.0,5.271375464684015,11.0,0.0,24.454545454545453,266.98501872659176,0.9925093632958801,220.0,0.8178438661710037,113.0,0.4200743494423792,333,324,4
983.0,199.0,7.0,4.0,0.0,4.939698492462312,12.0,0.0,16.583333333333332,198.326565143824,0.9966159052453468,161.0,0.8090452261306532,99.0,0.49748743718592964,242,245,2
1427.0,254.0,4.0,6.0,1.0,5.618110236220472,12.0,0.0,21.166666666666668,251.64814814814815,0.9907407407407408,191.0,0.7519685039370079,111.0,0.43700787401574803,317,308,4
661.0,127.0,3.0,5.0,0.0,5.2047244094488185,6.0,0.0,21.166666666666668,125.984,0.992,106.0,0.8346456692913385,58.0,0.4566929133858268,169,162,3
957.0,184.0,4.0,4.0,0.0,5.201086956521739,11.0,0.0,16.727272727272727,182.65201465201466,0.9926739926739927,146.0,0.7934782608695652,73.0,0.3967391304347826,251,248,2
1259.0,230.0,6.0,4.0,1.0,5.473913043478261,10.0,0.0,23.0,228.3187134502924,0.9926900584795322,203.0,0.8826086956521739,104.0,0.45217391304347826,306,298,3
1162.0,221.0,5.0,4.0,0.0,5.257918552036199,14.0,0.0,15.785714285714286,218.3089802130898,0.9878234398782344,186.0,0.8416289592760181,110.0,0.497737556561086,285,275,3
895.0,173.0,2.0,5.0,0.0,5.173410404624278,8.0,0.0,21.625,171.65107212475633,0.9922027290448342,135.0,0.7803468208092486,70.0,0.4046242774566474,223,217,3
643.0,119.0,2.0,2.0,0.0,5.4033613445378155,5.0,0.0,23.8,117.32183908045977,0.9858978073988216,105.0,0.8823529411764706,57.0,0.4789915966386555,164,159,3
1020.0,187.0,7.0,2.0,0.0,5.454545454545454,8.0,0.0,23.375,186.32612612612613,0.9963963963963964,151.0,0.8074866310160428,77.0,0.4117647058823529,246,237,4
1034.0,187.0,1.0,2.0,0.0,5.529411764705882,9.0,0.0,20.77777777777778,184.31521739130434,0.9856428737502906,165.0,0.8823529411764706,90.0,0.48128342245989303,263,253,3
361.0,69.0,0.0,4.0,0.0,5.231884057971015,4.0,0.0,17.25,68.31343283582089,0.990049751243781,60.0,0.8695652173913043,30.0,0.43478260869565216,108,110,2
596.0,111.0,0.0,2.0,0.0,5.36936936936937,7.0,0.0,15.857142857142858,108.98148148148148,0.9818151484818152,90.0,0.8108108108108109,49.0,0.44144144144144143,145,143,2
1200.0,223.0,6.0,4.0,0.0,5.381165919282512,11.0,0.0,20.272727272727273,222.32730015082956,0.9969834087481146,182.0,0.8161434977578476,107.0,0.4798206278026906,297,290,3
841.0,162.0,5.0,2.0,0.0,5.191358024691358,7.0,1.0,23.142857142857142,159.98742138364778,0.9875766752077024,123.0,0.7592592592592593,65.0,0.4012345679012346,214,213,2
742.0,145.0,5.0,2.0,0.0,5.117241379310345,7.0,0.0,20.714285714285715,142.30985915492957,0.9814473045167557,107.0,0.7379310344827587,61.0,0.4206896551724138,195,196,2
834.0,149.0,2.0,2.0,0.0,5.597315436241611,10.0,0.0,14.9,145.63470319634703,0.9774141154117251,134.0,0.8993288590604027,70.0,0.4697986577181208,201,193,3
886.0,165.0,7.0,4.0,1.0,5.36969696969697,7.0,0.0,23.571428571428573,164.3251533742331,0.9959100204498976,138.0,0.8363636363636363,78.0,0.4727272727272727,222,221,3
639.0,121.0,0.0,3.0,0.0,5.2809917355371905,6.0,0.0,20.166666666666668,118.64406779661016,0.980529485922398,101.0,0.8347107438016529,60.0,0.49586776859504134,155,152,2
566.0,123.0,2.0,4.0,0.0,4.6016260162601625,4.0,0.0,30.75,122.32231404958678,0.9944903581267218,86.0,0.6991869918699187,57.0,0.4634146341463415,162,164,1
548.0,108.0,0.0,2.0,0.0,5.074074074074074,5.0,0.0,21.6,105.30158730158729,0.9750146972369194,86.0,0.7962962962962963,47.0,0.4351851851851852,153,151,3
1211.0,223.0,8.0,5.0,0.0,5.430493273542601,14.0,0.0,15.928571428571429,220.9819004524887,0.9909502262443439,182.0,0.8161434977578476,108.0,0.484304932735426,289,281,3
533.0,111.0,4.0,2.0,0.0,4.801801801801802,5.0,0.0,22.2,108.98148148148148,0.9818151484818152,82.0,0.7387387387387387,44.0,0.3963963963963964,145,145,2
807.0,156.0,6.0,6.0,0.0,5.173076923076923,10.0,0.0,15.6,153.3115468409586,0.9827663259035808,138.0,0.8846153846153846,75.0,0.4807692307692308,201,191,2
785.0,147.0,4.0,2.0,0.0,5.340136054421769,12.0,0.0,12.25,144.98611111111111,0.9863000755857899,113.0,0.7687074829931972,55.0,0.3741496598639456,180,173,3
914.0,182.0,12.0,5.0,0.0,5.021978021978022,7.0,0.0,26.0,181.32592592592593,0.9962962962962963,136.0,0.7472527472527473,84.0,0.46153846153846156,225,226,3
1191.0,215.0,5.0,7.0,2.0,5.53953488372093,10.0,0.0,21.5,210.62597809076684,0.9796557120500783,184.0,0.8558139534883721,95.0,0.4418604651162791,276,274,4
1338.0,247.0,9.0,6.0,0.0,5.417004048582996,9.0,0.0,27.444444444444443,245.31972789115648,0.9931972789115647,216.0,0.8744939271255061,107.0,0.4331983805668016,317,306,4
1366.0,249.0,9.0,5.0,0.0,5.485943775100401,17.0,0.0,14.647058823529411,247.31983805668014,0.9932523616734142,199.0,0.7991967871485943,108.0,0.43373493975903615,312,310,3
859.0,163.0,3.0,5.0,0.0,5.269938650306749,8.0,0.0,20.375,161.65010351966873,0.9917184265010351,142.0,0.8711656441717791,73.0,0.44785276073619634,228,228,3
1019.0,209.0,4.0,4.0,0.0,4.875598086124402,18.0,0.0,11.61111111111111,207.31723027375202,0.9919484702093397,165.0,0.7894736842105263,75.0,0.3588516746411483,234,233,2
992.0,180.0,0.0,5.0,0.0,5.511111111111111,13.0,0.0,13.846153846153847,178.65168539325842,0.9925093632958801,146.0,0.8111111111111111,72.0,0.4,228,221,3
1069.0,191.0,3.0,4.0,0.0,5.596858638743456,7.0,0.0,27.285714285714285,188.97883597883597,0.9894179894179894,158.0,0.8272251308900523,79.0,0.41361256544502617,234,225,3
959.0,187.0,3.0,4.0,0.0,5.128342245989304,4.0,0.0,46.75,185.9891891891892,0.9945945945945946,155.0,0.8288770053475936,86.0,0.45989304812834225,226,220,2
1016.0,186.0,7.0,4.0,0.0,5.462365591397849,7.0,0.0,26.571428571428573,185.32608695652175,0.996376811594203,157.0,0.8440860215053764,82.0,0.44086021505376344,243,238,3
947.0,182.0,4.0,4.0,0.0,5.2032967032967035,8.0,0.0,22.75,180.3148148148148,0.9907407407407407,144.0,0.7912087912087912,83.0,0.45604395604395603,254,252,3
727.0,146.0,3.0,4.0,0.0,4.97945205479452,11.0,0.0,13.272727272727273,142.62037037037038,0.976851851851852,116.0,0.7945205479452054,68.0,0.4657534246575342,198,197,1
1257.0,229.0,10.0,7.0,0.0,5.489082969432315,12.0,0.0,19.083333333333332,226.30983847283406,0.988252569750367,190.0,0.8296943231441049,101.0,0.4410480349344978,285,274,3
502.0,96.0,2.0,6.0,0.0,5.229166666666667,4.0,0.0,24.0,95.65957446808511,0.9964539007092199,81.0,0.84375,43.0,0.4479166666666667,133,134,2
1067.0,199.0,2.0,4.0,1.0,5.36180904522613,8.0,0.0,24.875,197.31641285956007,0.9915397631133672,170.0,0.8542713567839196,80.0,0.4020100502512563,268,262,4
924.0,180.0,3.0,7.0,0.0,5.133333333333334,8.0,0.0,22.5,177.98870056497174,0.988826114249843,147.0,0.8166666666666667,75.0,0.4166666666666667,242,240,2
1552.0,282.0,9.0,5.0,3.0,5.50354609929078,7.0,0.0,40.285714285714285,280.99285714285713,0.9964285714285714,222.0,0.7872340425531915,126.0,0.44680851063829785,344,340,4
1111.0,197.0,8.0,5.0,0.0,5.6395939086294415,9.0,0.0,21.88888888888889,194.97948717948717,0.9897435897435897,149.0,0.7563451776649747,73.0,0.37055837563451777,226,223,3
1118.0,207.0,2.0,8.0,0.0,5.400966183574879,8.0,0.0,25.875,205.3170731707317,0.991869918699187,164.0,0.7922705314009661,83.0,0.40096618357487923,267,263,4
594.0,113.0,1.0,2.0,0.0,5.256637168141593,5.0,0.0,22.6,109.98165137614679,0.9732889502313875,81.0,0.7168141592920354,50.0,0.4424778761061947,162,158,1
832.0,154.0,4.0,4.0,0.0,5.402597402597403,10.0,0.0,15.4,152.64912280701753,0.9912280701754386,127.0,0.8246753246753247,72.0,0.4675324675324675,206,204,3
205.0,37.0,0.0,2.0,0.0,5.54054054054054,3.0,0.0,12.333333333333334,35.64705882352941,0.9634340222575517,31.0,0.8378378378378378,17.0,0.4594594594594595,58,59,1
1235.0,235.0,9.0,3.0,0.0,5.25531914893617,11.0,0.0,21.363636363636363,231.30185979971387,0.9842632331902718,200.0,0.851063829787234,95.0,0.40425531914893614,306,295,4
1038.0,190.0,9.0,4.0,0.0,5.463157894736842,17.0,0.0,11.176470588235293,189.32624113475177,0.9964539007092198,153.0,0.8052631578947368,76.0,0.4,236,231,3
1193.0,223.0,7.0,5.0,0.0,5.349775784753363,14.0,0.0,15.928571428571429,221.31825037707392,0.9924585218702866,170.0,0.7623318385650224,100.0,0.4484304932735426,286,285,3
423.0,83.0,3.0,2.0,0.0,5.096385542168675,4.0,0.0,20.75,81.65833333333333,0.9838353413654618,71.0,0.8554216867469879,37.0,0.4457831325301205,109,110,1
660.0,124.0,3.0,4.0,0.0,5.32258064516129,6.0,0.0,20.666666666666668,124.0,1.0,97.0,0.782258064516129,55.0,0.4435483870967742,188,186,3
715.0,132.0,5.0,5.0,0.0,5.416666666666667,8.0,0.0,16.5,131.3230769230769,0.9948717948717948,104.0,0.7878787878787878,66.0,0.5,179,179,3
907.0,176.0,10.0,4.0,0.0,5.153409090909091,17.0,0.0,10.352941176470589,174.98850574712645,0.9942528735632185,148.0,0.8409090909090909,76.0,0.4318181818181818,224,219,2
825.0,150.0,0.0,4.0,0.0,5.5,6.0,0.0,25.0,148.64864864864865,0.990990990990991,118.0,0.7866666666666666,68.0,0.4533333333333333,204,202,3
543.0,98.0,2.0,5.0,0.0,5.540816326530612,7.0,0.0,14.0,97.31944444444444,0.9930555555555556,75.0,0.7653061224489796,45.0,0.45918367346938777,147,147,3
387.0,74.0,1.0,4.0,0.0,5.22972972972973,6.0,0.0,12.333333333333334,73.31481481481481,0.9907407407407407,59.0,0.7972972972972973,28.0,0.3783783783783784,89,87,1
627.0,118.0,6.0,5.0,0.0,5.313559322033898,4.0,0.0,29.5,118.0,1.0,93.0,0.788135593220339,45.0,0.3813559322033898,172,173,3
927.0,171.0,7.0,5.0,0.0,5.421052631578948,8.0,0.0,21.375,169.6508875739645,0.9921104536489151,138.0,0.8070175438596491,70.0,0.4093567251461988,251,247,3
1051.0,191.0,1.0,3.0,0.0,5.50261780104712,10.0,0.0,19.1,185.27336860670195,0.9700176366843034,135.0,0.7068062827225131,70.0,0.36649214659685864,267,263,3
661.0,128.0,4.0,2.0,0.0,5.1640625,10.0,0.0,12.8,124.98387096774192,0.9764364919354838,105.0,0.8203125,56.0,0.4375,184,180,3
970.0,179.0,9.0,2.0,0.0,5.418994413407821,6.0,0.0,29.833333333333332,176.98863636363635,0.9887633316404265,134.0,0.7486033519553073,77.0,0.4301675977653631,230,225,3
